Zscore	area	pvalue1sides	pvalue2sides
0.000	0.5	0.5	1
0.001	0.500398942	0.499601058	0.999202116
0.002	0.500797884	0.499202116	0.998404232
0.003	0.501196825	0.498803175	0.99760635
0.004	0.501595765	0.498404235	0.99680847
0.005	0.501994703	0.498005297	0.996010594
0.006	0.502393639	0.497606361	0.995212721
0.007	0.502792573	0.497207427	0.994414854
0.008	0.503191504	0.496808496	0.993616992
0.009	0.503590432	0.496409568	0.992819136
0.010	0.503989356	0.496010644	0.992021287
0.011	0.504388277	0.495611723	0.991223447
0.012	0.504787192	0.495212808	0.990425615
0.013	0.505186104	0.494813896	0.989627793
0.014	0.505585009	0.494414991	0.988829981
0.015	0.50598391	0.49401609	0.98803218
0.016	0.506382804	0.493617196	0.987234392
0.017	0.506781692	0.493218308	0.986436616
0.018	0.507180573	0.492819427	0.985638853
0.019	0.507579447	0.492420553	0.984841105
0.020	0.507978314	0.492021686	0.984043373
0.021	0.508377172	0.491622828	0.983245656
0.022	0.508776022	0.491223978	0.982447956
0.023	0.509174864	0.490825136	0.981650273
0.024	0.509573696	0.490426304	0.980852609
0.025	0.509972518	0.490027482	0.980054964
0.026	0.510371331	0.489628669	0.979257338
0.027	0.510770133	0.489229867	0.978459734
0.028	0.511168924	0.488831076	0.977662151
0.029	0.511567705	0.488432295	0.976864591
0.030	0.511966473	0.488033527	0.976067053
0.031	0.51236523	0.48763477	0.97526954
0.032	0.512763975	0.487236025	0.974472051
0.033	0.513162706	0.486837294	0.973674588
0.034	0.513561425	0.486438575	0.972877151
0.035	0.51396013	0.48603987	0.972079741
0.036	0.514358821	0.485641179	0.971282359
0.037	0.514757497	0.485242503	0.970485006
0.038	0.515156159	0.484843841	0.969687682
0.039	0.515554806	0.484445194	0.968890389
0.040	0.515953437	0.484046563	0.968093126
0.041	0.516352052	0.483647948	0.967295896
0.042	0.516750651	0.483249349	0.966498698
0.043	0.517149233	0.482850767	0.965701534
0.044	0.517547798	0.482452202	0.964904404
0.045	0.517946346	0.482053654	0.964107309
0.046	0.518344875	0.481655125	0.96331025
0.047	0.518743386	0.481256614	0.962513228
0.048	0.519141879	0.480858121	0.961716243
0.049	0.519540352	0.480459648	0.960919296
0.050	0.519938806	0.480061194	0.960122388
0.051	0.52033724	0.47966276	0.959325521
0.052	0.520735653	0.479264347	0.958528693
0.053	0.521134046	0.478865954	0.957731908
0.054	0.521532418	0.478467582	0.956935164
0.055	0.521930768	0.478069232	0.956138464
0.056	0.522329096	0.477670904	0.955341807
0.057	0.522727402	0.477272598	0.954545195
0.058	0.523125686	0.476874314	0.953748629
0.059	0.523523946	0.476476054	0.952952108
0.060	0.523922183	0.476077817	0.952155635
0.061	0.524320395	0.475679605	0.951359209
0.062	0.524718584	0.475281416	0.950562832
0.063	0.525116748	0.474883252	0.949766504
0.064	0.525514887	0.474485113	0.948970227
0.065	0.525913	0.474087	0.948174
0.066	0.526311087	0.473688913	0.947377825
0.067	0.526709148	0.473290852	0.946581703
0.068	0.527107183	0.472892817	0.945785634
0.069	0.52750519	0.47249481	0.94498962
0.070	0.52790317	0.47209683	0.94419366
0.071	0.528301122	0.471698878	0.943397755
0.072	0.528699046	0.471300954	0.942601908
0.073	0.529096941	0.470903059	0.941806118
0.074	0.529494807	0.470505193	0.941010385
0.075	0.529892644	0.470107356	0.940214712
0.076	0.530290451	0.469709549	0.939419098
0.077	0.530688228	0.469311772	0.938623545
0.078	0.531085974	0.468914026	0.937828053
0.079	0.531483688	0.468516312	0.937032623
0.080	0.531881372	0.468118628	0.936237256
0.081	0.532279024	0.467720976	0.935441953
0.082	0.532676643	0.467323357	0.934646713
0.083	0.53307423	0.46692577	0.93385154
0.084	0.533471784	0.466528216	0.933056432
0.085	0.533869305	0.466130695	0.932261391
0.086	0.534266791	0.465733209	0.931466417
0.087	0.534664244	0.465335756	0.930671512
0.088	0.535061662	0.464938338	0.929876676
0.089	0.535459045	0.464540955	0.92908191
0.090	0.535856393	0.464143607	0.928287215
0.091	0.536253704	0.463746296	0.927492591
0.092	0.53665098	0.46334902	0.92669804
0.093	0.537048219	0.462951781	0.925903561
0.094	0.537445422	0.462554578	0.925109157
0.095	0.537842587	0.462157413	0.924314827
0.096	0.538239714	0.461760286	0.923520573
0.097	0.538636803	0.461363197	0.922726394
0.098	0.539033853	0.460966147	0.921932293
0.099	0.539430865	0.460569135	0.92113827
0.100	0.539827837	0.460172163	0.920344325
0.101	0.54022477	0.45977523	0.91955046
0.102	0.540621662	0.459378338	0.918756675
0.103	0.541018515	0.458981485	0.917962971
0.104	0.541415326	0.458584674	0.917169349
0.105	0.541812096	0.458187904	0.916375809
0.106	0.542208824	0.457791176	0.915582352
0.107	0.54260551	0.45739449	0.91478898
0.108	0.543002154	0.456997846	0.913995692
0.109	0.543398755	0.456601245	0.91320249
0.110	0.543795313	0.456204687	0.912409375
0.111	0.544191827	0.455808173	0.911616347
0.112	0.544588297	0.455411703	0.910823407
0.113	0.544984722	0.455015278	0.910030555
0.114	0.545381103	0.454618897	0.909237793
0.115	0.545777439	0.454222561	0.908445122
0.116	0.546173729	0.453826271	0.907652542
0.117	0.546569973	0.453430027	0.906860053
0.118	0.546966171	0.453033829	0.906067658
0.119	0.547362322	0.452637678	0.905275356
0.120	0.547758426	0.452241574	0.904483148
0.121	0.548154482	0.451845518	0.903691035
0.122	0.548550491	0.451449509	0.902899018
0.123	0.548946451	0.451053549	0.902107098
0.124	0.549342362	0.450657638	0.901315275
0.125	0.549738225	0.450261775	0.90052355
0.126	0.550134038	0.449865962	0.899731925
0.127	0.550529801	0.449470199	0.898940399
0.128	0.550925513	0.449074487	0.898148973
0.129	0.551321176	0.448678824	0.897357649
0.130	0.551716787	0.448283213	0.896566427
0.131	0.552112346	0.447887654	0.895775307
0.132	0.552507854	0.447492146	0.894984292
0.133	0.55290331	0.44709669	0.89419338
0.134	0.553298713	0.446701287	0.893402574
0.135	0.553694063	0.446305937	0.892611874
0.136	0.55408936	0.44591064	0.891821281
0.137	0.554484602	0.445515398	0.891030795
0.138	0.554879791	0.445120209	0.890240418
0.139	0.555274925	0.444725075	0.889450149
0.140	0.555670005	0.444329995	0.88865999
0.141	0.556065029	0.443934971	0.887869942
0.142	0.556459997	0.443540003	0.887080006
0.143	0.556854909	0.443145091	0.886290181
0.144	0.557249765	0.442750235	0.88550047
0.145	0.557644564	0.442355436	0.884710872
0.146	0.558039306	0.441960694	0.883921388
0.147	0.55843399	0.44156601	0.88313202
0.148	0.558828616	0.441171384	0.882342768
0.149	0.559223184	0.440776816	0.881553633
0.150	0.559617692	0.440382308	0.880764615
0.151	0.560012142	0.439987858	0.879975716
0.152	0.560406532	0.439593468	0.879186936
0.153	0.560800862	0.439199138	0.878398275
0.154	0.561195132	0.438804868	0.877609736
0.155	0.561589341	0.438410659	0.876821317
0.156	0.561983489	0.438016511	0.876033021
0.157	0.562377576	0.437622424	0.875244848
0.158	0.562771601	0.437228399	0.874456799
0.159	0.563165563	0.436834437	0.873668874
0.160	0.563559463	0.436440537	0.872881074
0.161	0.5639533	0.4360467	0.872093401
0.162	0.564347073	0.435652927	0.871305854
0.163	0.564740783	0.435259217	0.870518435
0.164	0.565134428	0.434865572	0.869731144
0.165	0.565528009	0.434471991	0.868943982
0.166	0.565921525	0.434078475	0.86815695
0.167	0.566314976	0.433685024	0.867370049
0.168	0.56670836	0.43329164	0.866583279
0.169	0.567101679	0.432898321	0.865796641
0.170	0.567494932	0.432505068	0.865010137
0.171	0.567888117	0.432111883	0.864223766
0.172	0.568281236	0.431718764	0.863437529
0.173	0.568674286	0.431325714	0.862651428
0.174	0.569067269	0.430932731	0.861865462
0.175	0.569460183	0.430539817	0.861079634
0.176	0.569853029	0.430146971	0.860293942
0.177	0.570245805	0.429754195	0.85950839
0.178	0.570638512	0.429361488	0.858722976
0.179	0.571031149	0.428968851	0.857937702
0.180	0.571423716	0.428576284	0.857152568
0.181	0.571816212	0.428183788	0.856367576
0.182	0.572208637	0.427791363	0.855582726
0.183	0.572600991	0.427399009	0.854798019
0.184	0.572993273	0.427006727	0.854013455
0.185	0.573385482	0.426614518	0.853229036
0.186	0.573777619	0.426222381	0.852444761
0.187	0.574169684	0.425830316	0.851660633
0.188	0.574561674	0.425438326	0.850876651
0.189	0.574953592	0.425046408	0.850092817
0.190	0.575345435	0.424654565	0.849309131
0.191	0.575737203	0.424262797	0.848525593
0.192	0.576128897	0.423871103	0.847742205
0.193	0.576520516	0.423479484	0.846958968
0.194	0.576912059	0.423087941	0.846175882
0.195	0.577303526	0.422696474	0.845392948
0.196	0.577694917	0.422305083	0.844610166
0.197	0.578086231	0.421913769	0.843827538
0.198	0.578477468	0.421522532	0.843045064
0.199	0.578868628	0.421131372	0.842262745
0.200	0.579259709	0.420740291	0.841480581
0.201	0.579650713	0.420349287	0.840698574
0.202	0.580041638	0.419958362	0.839916724
0.203	0.580432484	0.419567516	0.839135032
0.204	0.580823251	0.419176749	0.838353499
0.205	0.581213937	0.418786063	0.837572125
0.206	0.581604544	0.418395456	0.836790911
0.207	0.581995071	0.418004929	0.836009858
0.208	0.582385516	0.417614484	0.835228967
0.209	0.582775881	0.417224119	0.834448239
0.210	0.583166163	0.416833837	0.833667673
0.211	0.583556364	0.416443636	0.832887271
0.212	0.583946483	0.416053517	0.832107034
0.213	0.584336519	0.415663481	0.831326963
0.214	0.584726471	0.415273529	0.830547057
0.215	0.585116341	0.414883659	0.829767319
0.216	0.585506126	0.414493874	0.828987748
0.217	0.585895828	0.414104172	0.828208345
0.218	0.586285444	0.413714556	0.827429111
0.219	0.586674976	0.413325024	0.826650048
0.220	0.587064423	0.412935577	0.825871155
0.221	0.587453784	0.412546216	0.825092433
0.222	0.587843058	0.412156942	0.824313883
0.223	0.588232247	0.411767753	0.823535507
0.224	0.588621348	0.411378652	0.822757303
0.225	0.589010363	0.410989637	0.821979274
0.226	0.58939929	0.41060071	0.82120142
0.227	0.589788129	0.410211871	0.820423742
0.228	0.59017688	0.40982312	0.819646241
0.229	0.590565542	0.409434458	0.818868916
0.230	0.590954115	0.409045885	0.81809177
0.231	0.591342599	0.408657401	0.817314802
0.232	0.591730993	0.408269007	0.816538014
0.233	0.592119297	0.407880703	0.815761406
0.234	0.592507511	0.407492489	0.814984979
0.235	0.592895633	0.407104367	0.814208733
0.236	0.593283665	0.406716335	0.81343267
0.237	0.593671605	0.406328395	0.81265679
0.238	0.594059453	0.405940547	0.811881094
0.239	0.594447209	0.405552791	0.811105583
0.240	0.594834872	0.405165128	0.810330257
0.241	0.595222442	0.404777558	0.809555117
0.242	0.595609918	0.404390082	0.808780163
0.243	0.595997301	0.404002699	0.808005397
0.244	0.59638459	0.40361541	0.80723082
0.245	0.596771784	0.403228216	0.806456431
0.246	0.597158884	0.402841116	0.805682233
0.247	0.597545888	0.402454112	0.804908224
0.248	0.597932797	0.402067203	0.804134407
0.249	0.598319609	0.401680391	0.803360781
0.250	0.598706326	0.401293674	0.802587349
0.251	0.599092945	0.400907055	0.801814109
0.252	0.599479468	0.400520532	0.801041064
0.253	0.599865893	0.400134107	0.800268213
0.254	0.600252221	0.399747779	0.799495558
0.255	0.60063845	0.39936155	0.798723099
0.256	0.601024581	0.398975419	0.797950837
0.257	0.601410613	0.398589387	0.797178773
0.258	0.601796546	0.398203454	0.796406907
0.259	0.60218238	0.39781762	0.79563524
0.260	0.602568113	0.397431887	0.794863774
0.261	0.602953746	0.397046254	0.794092507
0.262	0.603339279	0.396660721	0.793321442
0.263	0.60372471	0.39627529	0.792550579
0.264	0.604110041	0.395889959	0.791779919
0.265	0.604495269	0.395504731	0.791009462
0.266	0.604880395	0.395119605	0.790239209
0.267	0.605265419	0.394734581	0.789469161
0.268	0.605650341	0.394349659	0.788699319
0.269	0.606035159	0.393964841	0.787929683
0.270	0.606419873	0.393580127	0.787160254
0.271	0.606804484	0.393195516	0.786391032
0.272	0.60718899	0.39281101	0.785622019
0.273	0.607573392	0.392426608	0.784853216
0.274	0.607957689	0.392042311	0.784084622
0.275	0.608341881	0.391658119	0.783316238
0.276	0.608725967	0.391274033	0.782548066
0.277	0.609109947	0.390890053	0.781780106
0.278	0.609493821	0.390506179	0.781012359
0.279	0.609877588	0.390122412	0.780244825
0.280	0.610261248	0.389738752	0.779477505
0.281	0.6106448	0.3893552	0.7787104
0.282	0.611028245	0.388971755	0.77794351
0.283	0.611411581	0.388588419	0.777176837
0.284	0.61179481	0.38820519	0.776410381
0.285	0.612177929	0.387822071	0.775644142
0.286	0.612560939	0.387439061	0.774878122
0.287	0.61294384	0.38705616	0.77411232
0.288	0.613326631	0.386673369	0.773346739
0.289	0.613709311	0.386290689	0.772581378
0.290	0.614091881	0.385908119	0.771816238
0.291	0.61447434	0.38552566	0.77105132
0.292	0.614856688	0.385143312	0.770286624
0.293	0.615238924	0.384761076	0.769522152
0.294	0.615621048	0.384378952	0.768757903
0.295	0.61600306	0.38399694	0.76799388
0.296	0.616384959	0.383615041	0.767230081
0.297	0.616766745	0.383233255	0.766466509
0.298	0.617148418	0.382851582	0.765703164
0.299	0.617529977	0.382470023	0.764940046
0.300	0.617911422	0.382088578	0.764177156
0.301	0.618292753	0.381707247	0.763414495
0.302	0.618673969	0.381326031	0.762652063
0.303	0.619055069	0.380944931	0.761889862
0.304	0.619436054	0.380563946	0.761127891
0.305	0.619816924	0.380183076	0.760366152
0.306	0.620197677	0.379802323	0.759604646
0.307	0.620578314	0.379421686	0.758843372
0.308	0.620958834	0.379041166	0.758082332
0.309	0.621339237	0.378660763	0.757321527
0.310	0.621719522	0.378280478	0.756560956
0.311	0.622099689	0.377900311	0.755800622
0.312	0.622479738	0.377520262	0.755040523
0.313	0.622859669	0.377140331	0.754280662
0.314	0.623239481	0.376760519	0.753521039
0.315	0.623619173	0.376380827	0.752761654
0.316	0.623998746	0.376001254	0.752002508
0.317	0.624378199	0.375621801	0.751243602
0.318	0.624757532	0.375242468	0.750484937
0.319	0.625136744	0.374863256	0.749726513
0.320	0.625515835	0.374484165	0.748968331
0.321	0.625894805	0.374105195	0.748210391
0.322	0.626273653	0.373726347	0.747452695
0.323	0.626652379	0.373347621	0.746695242
0.324	0.627030983	0.372969017	0.745938034
0.325	0.627409464	0.372590536	0.745181072
0.326	0.627787822	0.372212178	0.744424355
0.327	0.628166057	0.371833943	0.743667885
0.328	0.628544169	0.371455831	0.742911663
0.329	0.628922156	0.371077844	0.742155688
0.330	0.629300019	0.370699981	0.741399962
0.331	0.629677757	0.370322243	0.740644486
0.332	0.63005537	0.36994463	0.739889259
0.333	0.630432858	0.369567142	0.739134283
0.334	0.630810221	0.369189779	0.738379559
0.335	0.631187457	0.368812543	0.737625086
0.336	0.631564567	0.368435433	0.736870866
0.337	0.63194155	0.36805845	0.7361169
0.338	0.632318406	0.367681594	0.735363188
0.339	0.632695135	0.367304865	0.73460973
0.340	0.633071736	0.366928264	0.733856528
0.341	0.633448209	0.366551791	0.733103582
0.342	0.633824554	0.366175446	0.732350892
0.343	0.63420077	0.36579923	0.73159846
0.344	0.634576857	0.365423143	0.730846286
0.345	0.634952815	0.365047185	0.730094371
0.346	0.635328643	0.364671357	0.729342715
0.347	0.635704341	0.364295659	0.728591319
0.348	0.636079908	0.363920092	0.727840183
0.349	0.636455345	0.363544655	0.72708931
0.350	0.636830651	0.363169349	0.726338698
0.351	0.637205826	0.362794174	0.725588348
0.352	0.637580869	0.362419131	0.724838262
0.353	0.63795578	0.36204422	0.724088441
0.354	0.638330558	0.361669442	0.723338883
0.355	0.638705204	0.361294796	0.722589591
0.356	0.639079717	0.360920283	0.721840565
0.357	0.639454097	0.360545903	0.721091806
0.358	0.639828343	0.360171657	0.720343314
0.359	0.640202455	0.359797545	0.719595089
0.360	0.640576433	0.359423567	0.718847134
0.361	0.640950276	0.359049724	0.718099447
0.362	0.641323985	0.358676015	0.71735203
0.363	0.641697558	0.358302442	0.716604884
0.364	0.642070995	0.357929005	0.715858009
0.365	0.642444297	0.357555703	0.715111406
0.366	0.642817462	0.357182538	0.714365076
0.367	0.643190491	0.356809509	0.713619018
0.368	0.643563383	0.356436617	0.712873234
0.369	0.643936138	0.356063862	0.712127725
0.370	0.644308755	0.355691245	0.71138249
0.371	0.644681234	0.355318766	0.710637532
0.372	0.645053575	0.354946425	0.709892849
0.373	0.645425778	0.354574222	0.709148444
0.374	0.645797842	0.354202158	0.708404316
0.375	0.646169767	0.353830233	0.707660467
0.376	0.646541552	0.353458448	0.706916896
0.377	0.646913198	0.353086802	0.706173605
0.378	0.647284703	0.352715297	0.705430594
0.379	0.647656068	0.352343932	0.704687864
0.380	0.648027292	0.351972708	0.703945415
0.381	0.648398376	0.351601624	0.703203249
0.382	0.648769318	0.351230682	0.702461365
0.383	0.649140118	0.350859882	0.701719764
0.384	0.649510776	0.350489224	0.700978447
0.385	0.649881292	0.350118708	0.700237416
0.386	0.650251666	0.349748334	0.699496669
0.387	0.650621896	0.349378104	0.698756208
0.388	0.650991983	0.349008017	0.698016034
0.389	0.651361927	0.348638073	0.697276146
0.390	0.651731727	0.348268273	0.696536547
0.391	0.652101382	0.347898618	0.695797236
0.392	0.652470893	0.347529107	0.695058214
0.393	0.652840259	0.347159741	0.694319481
0.394	0.65320948	0.34679052	0.693581039
0.395	0.653578556	0.346421444	0.692842888
0.396	0.653947486	0.346052514	0.692105028
0.397	0.65431627	0.34568373	0.691367461
0.398	0.654684907	0.345315093	0.690630186
0.399	0.655053398	0.344946602	0.689893204
0.400	0.655421742	0.344578258	0.689156517
0.401	0.655789938	0.344210062	0.688420124
0.402	0.656157987	0.343842013	0.687684026
0.403	0.656525888	0.343474112	0.686948224
0.404	0.65689364	0.34310636	0.686212719
0.405	0.657261245	0.342738755	0.685477511
0.406	0.6576287	0.3423713	0.6847426
0.407	0.657996006	0.342003994	0.684007988
0.408	0.658363163	0.341636837	0.683273675
0.409	0.658730169	0.341269831	0.682539661
0.410	0.659097026	0.340902974	0.681805948
0.411	0.659463733	0.340536267	0.681072535
0.412	0.659830288	0.340169712	0.680339423
0.413	0.660196693	0.339803307	0.679606614
0.414	0.660562947	0.339437053	0.678874107
0.415	0.660929048	0.339070952	0.678141903
0.416	0.661294998	0.338705002	0.677410003
0.417	0.661660796	0.338339204	0.676678408
0.418	0.662026441	0.337973559	0.675947117
0.419	0.662391934	0.337608066	0.675216132
0.420	0.662757273	0.337242727	0.674485454
0.421	0.663122459	0.336877541	0.673755082
0.422	0.663487491	0.336512509	0.673025017
0.423	0.663852369	0.336147631	0.672295261
0.424	0.664217093	0.335782907	0.671565813
0.425	0.664581663	0.335418337	0.670836675
0.426	0.664946077	0.335053923	0.670107846
0.427	0.665310336	0.334689664	0.669379328
0.428	0.66567444	0.33432556	0.66865112
0.429	0.666038388	0.333961612	0.667923225
0.430	0.666402179	0.333597821	0.667195641
0.431	0.666765815	0.333234185	0.66646837
0.432	0.667129293	0.332870707	0.665741413
0.433	0.667492615	0.332507385	0.66501477
0.434	0.667855779	0.332144221	0.664288441
0.435	0.668218786	0.331781214	0.663562427
0.436	0.668581635	0.331418365	0.66283673
0.437	0.668944326	0.331055674	0.662111348
0.438	0.669306858	0.330693142	0.661386283
0.439	0.669669232	0.330330768	0.660661536
0.440	0.670031446	0.329968554	0.659937107
0.441	0.670393502	0.329606498	0.659212997
0.442	0.670755397	0.329244603	0.658489206
0.443	0.671117133	0.328882867	0.657765735
0.444	0.671478708	0.328521292	0.657042584
0.445	0.671840123	0.328159877	0.656319754
0.446	0.672201377	0.327798623	0.655597246
0.447	0.67256247	0.32743753	0.65487506
0.448	0.672923402	0.327076598	0.654153197
0.449	0.673284172	0.326715828	0.653431657
0.450	0.67364478	0.32635522	0.652710441
0.451	0.674005226	0.325994774	0.651989549
0.452	0.674365509	0.325634491	0.651268982
0.453	0.674725629	0.325274371	0.650548742
0.454	0.675085587	0.324914413	0.649828827
0.455	0.675445381	0.324554619	0.649109239
0.456	0.675805011	0.324194989	0.648389978
0.457	0.676164477	0.323835523	0.647671046
0.458	0.676523779	0.323476221	0.646952441
0.459	0.676882917	0.323117083	0.646234166
0.460	0.67724189	0.32275811	0.645516221
0.461	0.677600697	0.322399303	0.644798605
0.462	0.67795934	0.32204066	0.64408132
0.463	0.678317816	0.321682184	0.643364367
0.464	0.678676127	0.321323873	0.642647746
0.465	0.679034272	0.320965728	0.641931457
0.466	0.67939225	0.32060775	0.641215501
0.467	0.679750061	0.320249939	0.640499878
0.468	0.680107705	0.319892295	0.63978459
0.469	0.680465182	0.319534818	0.639069636
0.470	0.680822491	0.319177509	0.638355018
0.471	0.681179633	0.318820367	0.637640735
0.472	0.681536606	0.318463394	0.636926789
0.473	0.68189341	0.31810659	0.636213179
0.474	0.682250046	0.317749954	0.635499907
0.475	0.682606513	0.317393487	0.634786973
0.476	0.682962811	0.317037189	0.634074378
0.477	0.683318939	0.316681061	0.633362122
0.478	0.683674897	0.316325103	0.632650205
0.479	0.684030686	0.315969314	0.631938629
0.480	0.684386303	0.315613697	0.631227393
0.481	0.684741751	0.315258249	0.630516499
0.482	0.685097027	0.314902973	0.629805946
0.483	0.685452132	0.314547868	0.629095736
0.484	0.685807065	0.314192935	0.628385869
0.485	0.686161827	0.313838173	0.627676346
0.486	0.686516417	0.313483583	0.626967166
0.487	0.686870835	0.313129165	0.626258331
0.488	0.687225079	0.312774921	0.625549841
0.489	0.687579152	0.312420848	0.624841697
0.490	0.687933051	0.312066949	0.624133899
0.491	0.688286776	0.311713224	0.623426448
0.492	0.688640328	0.311359672	0.622719344
0.493	0.688993706	0.311006294	0.622012587
0.494	0.68934691	0.31065309	0.621306179
0.495	0.68969994	0.31030006	0.620600121
0.496	0.690052795	0.309947205	0.619894411
0.497	0.690405474	0.309594526	0.619189051
0.498	0.690757979	0.309242021	0.618484042
0.499	0.691110308	0.308889692	0.617779384
0.500	0.691462461	0.308537539	0.617075077
0.501	0.691814439	0.308185561	0.616371123
0.502	0.69216624	0.30783376	0.615667521
0.503	0.692517864	0.307482136	0.614964272
0.504	0.692869312	0.307130688	0.614261377
0.505	0.693220582	0.306779418	0.613558836
0.506	0.693571675	0.306428325	0.61285665
0.507	0.693922591	0.306077409	0.612154819
0.508	0.694273328	0.305726672	0.611453343
0.509	0.694623888	0.305376112	0.610752224
0.510	0.694974269	0.305025731	0.610051462
0.511	0.695324472	0.304675528	0.609351057
0.512	0.695674495	0.304325505	0.60865101
0.513	0.69602434	0.30397566	0.607951321
0.514	0.696374005	0.303625995	0.607251991
0.515	0.69672349	0.30327651	0.60655302
0.516	0.697072795	0.302927205	0.605854409
0.517	0.697421921	0.302578079	0.605156159
0.518	0.697770865	0.302229135	0.604458269
0.519	0.698119629	0.301880371	0.603760741
0.520	0.698468212	0.301531788	0.603063575
0.521	0.698816614	0.301183386	0.602366771
0.522	0.699164835	0.300835165	0.601670331
0.523	0.699512873	0.300487127	0.600974253
0.524	0.69986073	0.30013927	0.60027854
0.525	0.700208405	0.299791595	0.599583191
0.526	0.700555897	0.299444103	0.598888207
0.527	0.700903206	0.299096794	0.598193588
0.528	0.701250332	0.298749668	0.597499336
0.529	0.701597275	0.298402725	0.59680545
0.530	0.701944035	0.298055965	0.596111931
0.531	0.70229061	0.29770939	0.595418779
0.532	0.702637002	0.297362998	0.594725996
0.533	0.70298321	0.29701679	0.59403358
0.534	0.703329233	0.296670767	0.593341534
0.535	0.703675071	0.296324929	0.592649857
0.536	0.704020725	0.295979275	0.59195855
0.537	0.704366193	0.295633807	0.591267614
0.538	0.704711476	0.295288524	0.590577049
0.539	0.705056573	0.294943427	0.589886855
0.540	0.705401484	0.294598516	0.589197032
0.541	0.705746209	0.294253791	0.588507583
0.542	0.706090747	0.293909253	0.587818506
0.543	0.706435099	0.293564901	0.587129802
0.544	0.706779264	0.293220736	0.586441473
0.545	0.707123241	0.292876759	0.585753518
0.546	0.707467031	0.292532969	0.585065937
0.547	0.707810634	0.292189366	0.584378732
0.548	0.708154049	0.291845951	0.583691903
0.549	0.708497275	0.291502725	0.58300545
0.550	0.708840313	0.291159687	0.582319374
0.551	0.709183163	0.290816837	0.581633675
0.552	0.709525823	0.290474177	0.580948353
0.553	0.709868295	0.290131705	0.58026341
0.554	0.710210577	0.289789423	0.579578846
0.555	0.71055267	0.28944733	0.57889466
0.556	0.710894573	0.289105427	0.578210855
0.557	0.711236285	0.288763715	0.577527429
0.558	0.711577808	0.288422192	0.576844384
0.559	0.71191914	0.28808086	0.57616172
0.560	0.712260281	0.287739719	0.575479438
0.561	0.712601231	0.287398769	0.574797537
0.562	0.71294199	0.28705801	0.574116019
0.563	0.713282558	0.286717442	0.573434884
0.564	0.713622934	0.286377066	0.572754132
0.565	0.713963118	0.286036882	0.572073764
0.566	0.71430311	0.28569689	0.571393781
0.567	0.714642909	0.285357091	0.570714182
0.568	0.714982516	0.285017484	0.570034968
0.569	0.71532193	0.28467807	0.56935614
0.570	0.715661151	0.284338849	0.568677698
0.571	0.716000179	0.283999821	0.567999643
0.572	0.716339013	0.283660987	0.567321975
0.573	0.716677653	0.283322347	0.566644694
0.574	0.717016099	0.282983901	0.565967801
0.575	0.717354352	0.282645648	0.565291297
0.576	0.717692409	0.282307591	0.564615182
0.577	0.718030272	0.281969728	0.563939456
0.578	0.71836794	0.28163206	0.563264119
0.579	0.718705413	0.281294587	0.562589173
0.580	0.719042691	0.280957309	0.561914618
0.581	0.719379773	0.280620227	0.561240454
0.582	0.71971666	0.28028334	0.560566681
0.583	0.72005335	0.27994665	0.5598933
0.584	0.720389844	0.279610156	0.559220312
0.585	0.720726142	0.279273858	0.558547717
0.586	0.721062243	0.278937757	0.557875515
0.587	0.721398147	0.278601853	0.557203707
0.588	0.721733854	0.278266146	0.556532293
0.589	0.722069363	0.277930637	0.555861274
0.590	0.722404675	0.277595325	0.55519065
0.591	0.72273979	0.27726021	0.554520421
0.592	0.723074706	0.276925294	0.553850588
0.593	0.723409424	0.276590576	0.553181152
0.594	0.723743944	0.276256056	0.552512113
0.595	0.724078265	0.275921735	0.551843471
0.596	0.724412387	0.275587613	0.551175227
0.597	0.72474631	0.27525369	0.550507381
0.598	0.725080033	0.274919967	0.549839933
0.599	0.725413558	0.274586442	0.549172885
0.600	0.725746882	0.274253118	0.548506236
0.601	0.726080007	0.273919993	0.547839986
0.602	0.726412931	0.273587069	0.547174137
0.603	0.726745655	0.273254345	0.546508689
0.604	0.727078179	0.272921821	0.545843642
0.605	0.727410502	0.272589498	0.545178997
0.606	0.727742623	0.272257377	0.544514753
0.607	0.728074544	0.271925456	0.543850912
0.608	0.728406263	0.271593737	0.543187474
0.609	0.728737781	0.271262219	0.542524439
0.610	0.729069096	0.270930904	0.541861808
0.611	0.72940021	0.27059979	0.54119958
0.612	0.729731121	0.270268879	0.540537758
0.613	0.73006183	0.26993817	0.53987634
0.614	0.730392336	0.269607664	0.539215327
0.615	0.73072264	0.26927736	0.53855472
0.616	0.73105274	0.26894726	0.53789452
0.617	0.731382637	0.268617363	0.537234726
0.618	0.731712331	0.268287669	0.536575339
0.619	0.732041821	0.267958179	0.535916359
0.620	0.732371107	0.267628893	0.535257787
0.621	0.732700188	0.267299812	0.534599623
0.622	0.733029066	0.266970934	0.533941868
0.623	0.733357739	0.266642261	0.533284522
0.624	0.733686207	0.266313793	0.532627585
0.625	0.734014471	0.265985529	0.531971058
0.626	0.734342529	0.265657471	0.531314941
0.627	0.734670382	0.265329618	0.530659235
0.628	0.73499803	0.26500197	0.53000394
0.629	0.735325472	0.264674528	0.529349056
0.630	0.735652708	0.264347292	0.528694584
0.631	0.735979738	0.264020262	0.528040524
0.632	0.736306561	0.263693439	0.527386877
0.633	0.736633179	0.263366821	0.526733643
0.634	0.736959589	0.263040411	0.526080822
